"Notes"	"State"	"State Code"	"County"	"County Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Lauderdale County, AL"	"01077"	"May, 2016"	"2016/05"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"Lauderdale County, AL"	"01077"	"Aug., 2016"	"2016/08"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Lauderdale County, AL"	"01077"	"Oct., 2016"	"2016/10"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"Lauderdale County, AL"	"01077"	"Nov., 2016"	"2016/11"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Lauderdale County, AL"	"01077"	"Dec., 2016"	"2016/12"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Lee County, AL"	"01081"	"Feb., 2016"	"2016/02"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Lee County, AL"	"01081"	"Mar., 2016"	"2016/03"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Lee County, AL"	"01081"	"Dec., 2016"	"2016/12"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"Limestone County, AL"	"01083"	"Jan., 2016"	"2016/01"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Madison County, AL"	"01089"	"Jan., 2016"	"2016/01"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"Madison County, AL"	"01089"	"Feb., 2016"	"2016/02"	29	Not Applicable	Not Applicable
	"Alabama"	"01"	"Madison County, AL"	"01089"	"Mar., 2016"	"2016/03"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"Madison County, AL"	"01089"	"Apr., 2016"	"2016/04"	33	Not Applicable	Not Applicable
	"Alabama"	"01"	"Madison County, AL"	"01089"	"May, 2016"	"2016/05"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"Madison County, AL"	"01089"	"Jun., 2016"	"2016/06"	30	Not Applicable	Not Applicable
	"Alabama"	"01"	"Madison County, AL"	"01089"	"Jul., 2016"	"2016/07"	33	Not Applicable	Not Applicable
	"Alabama"	"01"	"Madison County, AL"	"01089"	"Aug., 2016"	"2016/08"	30	Not Applicable	Not Applicable
	"Alabama"	"01"	"Madison County, AL"	"01089"	"Sep., 2016"	"2016/09"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"Madison County, AL"	"01089"	"Oct., 2016"	"2016/10"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"Madison County, AL"	"01089"	"Nov., 2016"	"2016/11"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"Madison County, AL"	"01089"	"Dec., 2016"	"2016/12"	32	Not Applicable	Not Applicable
	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Jan., 2016"	"2016/01"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Feb., 2016"	"2016/02"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Mar., 2016"	"2016/03"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Apr., 2016"	"2016/04"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"Marshall County, AL"	"01095"	"May, 2016"	"2016/05"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Jun., 2016"	"2016/06"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Jul., 2016"	"2016/07"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Aug., 2016"	"2016/08"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Sep., 2016"	"2016/09"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Oct., 2016"	"2016/10"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Nov., 2016"	"2016/11"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Dec., 2016"	"2016/12"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Jan., 2016"	"2016/01"	48	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Feb., 2016"	"2016/02"	39	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Mar., 2016"	"2016/03"	48	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Apr., 2016"	"2016/04"	40	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"May, 2016"	"2016/05"	33	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Jun., 2016"	"2016/06"	24	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Jul., 2016"	"2016/07"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Aug., 2016"	"2016/08"	30	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Sep., 2016"	"2016/09"	30	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Oct., 2016"	"2016/10"	38	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Nov., 2016"	"2016/11"	33	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Dec., 2016"	"2016/12"	55	Not Applicable	Not Applicable
	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Jan., 2016"	"2016/01"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Feb., 2016"	"2016/02"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Mar., 2016"	"2016/03"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Apr., 2016"	"2016/04"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"May, 2016"	"2016/05"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Jun., 2016"	"2016/06"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Jul., 2016"	"2016/07"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Aug., 2016"	"2016/08"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Oct., 2016"	"2016/10"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Nov., 2016"	"2016/11"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Dec., 2016"	"2016/12"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Jan., 2016"	"2016/01"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Feb., 2016"	"2016/02"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Mar., 2016"	"2016/03"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Apr., 2016"	"2016/04"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"Morgan County, AL"	"01103"	"May, 2016"	"2016/05"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Jul., 2016"	"2016/07"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Aug., 2016"	"2016/08"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Sep., 2016"	"2016/09"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Oct., 2016"	"2016/10"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Dec., 2016"	"2016/12"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"Randolph County, AL"	"01111"	"Mar., 2016"	"2016/03"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"Russell County, AL"	"01113"	"Jan., 2016"	"2016/01"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Russell County, AL"	"01113"	"Oct., 2016"	"2016/10"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"St. Clair County, AL"	"01115"	"Jan., 2016"	"2016/01"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"St. Clair County, AL"	"01115"	"Feb., 2016"	"2016/02"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"St. Clair County, AL"	"01115"	"Mar., 2016"	"2016/03"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"St. Clair County, AL"	"01115"	"Apr., 2016"	"2016/04"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"St. Clair County, AL"	"01115"	"Jul., 2016"	"2016/07"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"St. Clair County, AL"	"01115"	"Oct., 2016"	"2016/10"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"St. Clair County, AL"	"01115"	"Nov., 2016"	"2016/11"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"St. Clair County, AL"	"01115"	"Dec., 2016"	"2016/12"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"Shelby County, AL"	"01117"	"Feb., 2016"	"2016/02"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"Shelby County, AL"	"01117"	"Mar., 2016"	"2016/03"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"Shelby County, AL"	"01117"	"Jul., 2016"	"2016/07"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Shelby County, AL"	"01117"	"Sep., 2016"	"2016/09"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Shelby County, AL"	"01117"	"Oct., 2016"	"2016/10"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Shelby County, AL"	"01117"	"Nov., 2016"	"2016/11"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"Shelby County, AL"	"01117"	"Dec., 2016"	"2016/12"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"Talladega County, AL"	"01121"	"Jan., 2016"	"2016/01"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Talladega County, AL"	"01121"	"May, 2016"	"2016/05"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"Talladega County, AL"	"01121"	"Jul., 2016"	"2016/07"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Talladega County, AL"	"01121"	"Aug., 2016"	"2016/08"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Talladega County, AL"	"01121"	"Sep., 2016"	"2016/09"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Talladega County, AL"	"01121"	"Oct., 2016"	"2016/10"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Talladega County, AL"	"01121"	"Nov., 2016"	"2016/11"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"Talladega County, AL"	"01121"	"Dec., 2016"	"2016/12"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"Tallapoosa County, AL"	"01123"	"Nov., 2016"	"2016/11"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"Jan., 2016"	"2016/01"	24	Not Applicable	Not Applicable
	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"Feb., 2016"	"2016/02"	24	Not Applicable	Not Applicable
	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"Mar., 2016"	"2016/03"	31	Not Applicable	Not Applicable
	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"Apr., 2016"	"2016/04"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"May, 2016"	"2016/05"	25	Not Applicable	Not Applicable
	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"Jun., 2016"	"2016/06"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"Jul., 2016"	"2016/07"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"Aug., 2016"	"2016/08"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"Sep., 2016"	"2016/09"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"Oct., 2016"	"2016/10"	26	Not Applicable	Not Applicable
	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"Nov., 2016"	"2016/11"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"Dec., 2016"	"2016/12"	25	Not Applicable	Not Applicable
	"Alabama"	"01"	"Walker County, AL"	"01127"	"Feb., 2016"	"2016/02"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Walker County, AL"	"01127"	"Apr., 2016"	"2016/04"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"Walker County, AL"	"01127"	"Jul., 2016"	"2016/07"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Walker County, AL"	"01127"	"Oct., 2016"	"2016/10"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Walker County, AL"	"01127"	"Dec., 2016"	"2016/12"	10	Not Applicable	Not Applicable
	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	"Mar., 2016"	"2016/03"	11	Not Applicable	Not Applicable
	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	"Apr., 2016"	"2016/04"	17	Not Applicable	Not Applicable
	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	"May, 2016"	"2016/05"	11	Not Applicable	Not Applicable
	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	"Jul., 2016"	"2016/07"	12	Not Applicable	Not Applicable
	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	"Aug., 2016"	"2016/08"	15	Not Applicable	Not Applicable
	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	"Oct., 2016"	"2016/10"	12	Not Applicable	Not Applicable
	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	"Nov., 2016"	"2016/11"	12	Not Applicable	Not Applicable
	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	"Dec., 2016"	"2016/12"	12	Not Applicable	Not Applicable
	"Alaska"	"02"	"Matanuska-Susitna Borough, AK"	"02170"	"Feb., 2016"	"2016/02"	10	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apache County, AZ"	"04001"	"Feb., 2016"	"2016/02"	10	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apache County, AZ"	"04001"	"Mar., 2016"	"2016/03"	12	Not Applicable	Not Applicable
	"Arizona"	"04"	"Cochise County, AZ"	"04003"	"Jan., 2016"	"2016/01"	16	Not Applicable	Not Applicable
	"Arizona"	"04"	"Cochise County, AZ"	"04003"	"Feb., 2016"	"2016/02"	28	Not Applicable	Not Applicable
	"Arizona"	"04"	"Cochise County, AZ"	"04003"	"Mar., 2016"	"2016/03"	19	Not Applicable	Not Applicable
	"Arizona"	"04"	"Cochise County, AZ"	"04003"	"Apr., 2016"	"2016/04"	11	Not Applicable	Not Applicable
	"Arizona"	"04"	"Cochise County, AZ"	"04003"	"May, 2016"	"2016/05"	13	Not Applicable	Not Applicable
	"Arizona"	"04"	"Cochise County, AZ"	"04003"	"Aug., 2016"	"2016/08"	12	Not Applicable	Not Applicable
	"Arizona"	"04"	"Cochise County, AZ"	"04003"	"Sep., 2016"	"2016/09"	11	Not Applicable	Not Applicable
	"Arizona"	"04"	"Cochise County, AZ"	"04003"	"Oct., 2016"	"2016/10"	15	Not Applicable	Not Applicable
	"Arizona"	"04"	"Cochise County, AZ"	"04003"	"Nov., 2016"	"2016/11"	10	Not Applicable	Not Applicable
	"Arizona"	"04"	"Cochise County, AZ"	"04003"	"Dec., 2016"	"2016/12"	13	Not Applicable	Not Applicable
	"Arizona"	"04"	"Gila County, AZ"	"04007"	"Jun., 2016"	"2016/06"	13	Not Applicable	Not Applicable
	"Arizona"	"04"	"Gila County, AZ"	"04007"	"Aug., 2016"	"2016/08"	10	Not Applicable	Not Applicable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Jan., 2016"	"2016/01"	299	Not Applicable	Not Applicable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Feb., 2016"	"2016/02"	315	Not Applicable	Not Applicable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Mar., 2016"	"2016/03"	365	Not Applicable	Not Applicable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Apr., 2016"	"2016/04"	286	Not Applicable	Not Applicable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"May, 2016"	"2016/05"	228	Not Applicable	Not Applicable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Jun., 2016"	"2016/06"	207	Not Applicable	Not Applicable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Jul., 2016"	"2016/07"	177	Not Applicable	Not Applicable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Aug., 2016"	"2016/08"	193	Not Applicable	Not Applicable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Sep., 2016"	"2016/09"	169	Not Applicable	Not Applicable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Oct., 2016"	"2016/10"	204	Not Applicable	Not Applicable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Nov., 2016"	"2016/11"	211	Not Applicable	Not Applicable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Dec., 2016"	"2016/12"	249	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"Jan., 2016"	"2016/01"	29	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"Feb., 2016"	"2016/02"	36	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"Mar., 2016"	"2016/03"	41	Not Applicable	Not Applicable
