"Notes"	"County"	"County Code"	"Month"	"Month Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Barnstable County, MA"	"25001"	"Mar., 2005"	"2005/03"	"75-84 years"	"75-84"	15	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Mar., 2005"	"2005/03"	"85+ years"	"85+"	19	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Mar., 2005"	"2005/03"			40	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Apr., 2005"	"2005/04"	"85+ years"	"85+"	14	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Apr., 2005"	"2005/04"			32	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"May, 2005"	"2005/05"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"May, 2005"	"2005/05"			27	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Jun., 2005"	"2005/06"			17	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Jul., 2005"	"2005/07"			14	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Aug., 2005"	"2005/08"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Aug., 2005"	"2005/08"			22	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Sep., 2005"	"2005/09"			20	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Oct., 2005"	"2005/10"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Oct., 2005"	"2005/10"			26	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Nov., 2005"	"2005/11"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Nov., 2005"	"2005/11"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Nov., 2005"	"2005/11"			29	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Dec., 2005"	"2005/12"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Dec., 2005"	"2005/12"			21	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Jan., 2006"	"2006/01"	"85+ years"	"85+"	16	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Jan., 2006"	"2006/01"			28	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Feb., 2006"	"2006/02"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Feb., 2006"	"2006/02"	"85+ years"	"85+"	17	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Feb., 2006"	"2006/02"			33	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Mar., 2006"	"2006/03"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Mar., 2006"	"2006/03"	"85+ years"	"85+"	18	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Mar., 2006"	"2006/03"			38	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Apr., 2006"	"2006/04"	"85+ years"	"85+"	15	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Apr., 2006"	"2006/04"			28	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"May, 2006"	"2006/05"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"May, 2006"	"2006/05"			24	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Jun., 2006"	"2006/06"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Jun., 2006"	"2006/06"			23	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Jul., 2006"	"2006/07"			17	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Aug., 2006"	"2006/08"			14	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Sep., 2006"	"2006/09"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Sep., 2006"	"2006/09"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Sep., 2006"	"2006/09"			24	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Oct., 2006"	"2006/10"			14	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Nov., 2006"	"2006/11"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Nov., 2006"	"2006/11"			21	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Dec., 2006"	"2006/12"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Dec., 2006"	"2006/12"			20	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Jan., 2007"	"2007/01"			15	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Feb., 2007"	"2007/02"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Feb., 2007"	"2007/02"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Feb., 2007"	"2007/02"			29	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Mar., 2007"	"2007/03"			20	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Apr., 2007"	"2007/04"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Apr., 2007"	"2007/04"			20	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"May, 2007"	"2007/05"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"May, 2007"	"2007/05"			20	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Jun., 2007"	"2007/06"			19	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Jul., 2007"	"2007/07"			14	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Aug., 2007"	"2007/08"			17	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Sep., 2007"	"2007/09"			13	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Oct., 2007"	"2007/10"			21	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Nov., 2007"	"2007/11"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Nov., 2007"	"2007/11"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Nov., 2007"	"2007/11"			26	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Dec., 2007"	"2007/12"			19	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Jan., 2008"	"2008/01"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Jan., 2008"	"2008/01"			21	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Feb., 2008"	"2008/02"	"85+ years"	"85+"	20	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Feb., 2008"	"2008/02"			32	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Mar., 2008"	"2008/03"	"85+ years"	"85+"	14	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Mar., 2008"	"2008/03"			29	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Apr., 2008"	"2008/04"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Apr., 2008"	"2008/04"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Apr., 2008"	"2008/04"			26	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"May, 2008"	"2008/05"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"May, 2008"	"2008/05"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"May, 2008"	"2008/05"			26	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Jun., 2008"	"2008/06"			15	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Jul., 2008"	"2008/07"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Jul., 2008"	"2008/07"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Jul., 2008"	"2008/07"			21	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Aug., 2008"	"2008/08"			14	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Sep., 2008"	"2008/09"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Sep., 2008"	"2008/09"			19	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Oct., 2008"	"2008/10"			13	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Nov., 2008"	"2008/11"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Nov., 2008"	"2008/11"			22	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Dec., 2008"	"2008/12"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Dec., 2008"	"2008/12"			20	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Jan., 2009"	"2009/01"	"85+ years"	"85+"	17	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Jan., 2009"	"2009/01"			33	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Feb., 2009"	"2009/02"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Feb., 2009"	"2009/02"			24	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Mar., 2009"	"2009/03"			22	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Apr., 2009"	"2009/04"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Apr., 2009"	"2009/04"			24	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"May, 2009"	"2009/05"	"85+ years"	"85+"	15	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"May, 2009"	"2009/05"			23	Not Applicable	Not Applicable
"Total"	"Barnstable County, MA"	"25001"	"Jun., 2009"	"2009/06"			17	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Jul., 2009"	"2009/07"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
