"Notes"	"County"	"County Code"	"Month"	"Month Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
"Total"	"Kent County, DE"	"10001"	"Feb., 2005"	"2005/02"			19	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Mar., 2005"	"2005/03"			16	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"May, 2005"	"2005/05"			11	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Jun., 2005"	"2005/06"			10	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Dec., 2005"	"2005/12"			18	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Mar., 2006"	"2006/03"			13	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Apr., 2006"	"2006/04"			14	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"May, 2006"	"2006/05"			12	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Jun., 2006"	"2006/06"			12	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Nov., 2006"	"2006/11"			10	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Mar., 2007"	"2007/03"			13	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Aug., 2007"	"2007/08"			11	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Oct., 2007"	"2007/10"			11	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Nov., 2007"	"2007/11"			12	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Dec., 2007"	"2007/12"			12	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Jan., 2008"	"2008/01"			12	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Mar., 2008"	"2008/03"			15	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Apr., 2008"	"2008/04"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Apr., 2008"	"2008/04"			23	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"May, 2008"	"2008/05"			12	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Jun., 2008"	"2008/06"			10	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Jul., 2008"	"2008/07"			13	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Sep., 2008"	"2008/09"			10	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Oct., 2008"	"2008/10"			14	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Nov., 2008"	"2008/11"			17	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Dec., 2008"	"2008/12"			14	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Jan., 2009"	"2009/01"			12	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Feb., 2009"	"2009/02"			15	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Mar., 2009"	"2009/03"			17	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Apr., 2009"	"2009/04"			16	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"May, 2009"	"2009/05"			11	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Jun., 2009"	"2009/06"			18	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Sep., 2009"	"2009/09"			10	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Oct., 2009"	"2009/10"			15	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Nov., 2009"	"2009/11"			10	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Jan., 2010"	"2010/01"			16	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Feb., 2010"	"2010/02"			14	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Mar., 2010"	"2010/03"			10	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Apr., 2010"	"2010/04"			13	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"May, 2010"	"2010/05"			15	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Jun., 2010"	"2010/06"			11	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Oct., 2010"	"2010/10"			15	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Dec., 2010"	"2010/12"			13	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Jan., 2011"	"2011/01"			22	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Mar., 2011"	"2011/03"			20	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Apr., 2011"	"2011/04"			14	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"May, 2011"	"2011/05"			11	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Jul., 2011"	"2011/07"			10	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Aug., 2011"	"2011/08"			12	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Nov., 2011"	"2011/11"			14	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Jan., 2012"	"2012/01"			15	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Feb., 2012"	"2012/02"			14	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Mar., 2012"	"2012/03"			17	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Apr., 2012"	"2012/04"			12	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Sep., 2012"	"2012/09"			12	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Oct., 2012"	"2012/10"			15	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Dec., 2012"	"2012/12"			16	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Jan., 2013"	"2013/01"			11	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Feb., 2013"	"2013/02"			12	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Mar., 2013"	"2013/03"			12	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Apr., 2013"	"2013/04"			11	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"May, 2013"	"2013/05"			16	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Jul., 2013"	"2013/07"			10	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Sep., 2013"	"2013/09"			12	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Nov., 2013"	"2013/11"			10	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Dec., 2013"	"2013/12"			13	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Jan., 2014"	"2014/01"			11	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Feb., 2014"	"2014/02"			17	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Mar., 2014"	"2014/03"			11	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Apr., 2014"	"2014/04"			25	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Jun., 2014"	"2014/06"			13	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Jul., 2014"	"2014/07"			12	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Nov., 2014"	"2014/11"			14	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Dec., 2014"	"2014/12"			20	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Jan., 2015"	"2015/01"			19	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Feb., 2015"	"2015/02"			11	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Mar., 2015"	"2015/03"			11	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Apr., 2015"	"2015/04"			15	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"May, 2015"	"2015/05"			14	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Jul., 2015"	"2015/07"			10	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Aug., 2015"	"2015/08"			12	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Oct., 2015"	"2015/10"			12	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Nov., 2015"	"2015/11"			20	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Dec., 2015"	"2015/12"			16	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Jan., 2016"	"2016/01"			21	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Feb., 2016"	"2016/02"			16	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Mar., 2016"	"2016/03"			16	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Apr., 2016"	"2016/04"			23	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"May, 2016"	"2016/05"			13	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Oct., 2016"	"2016/10"			16	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Nov., 2016"	"2016/11"			15	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Dec., 2016"	"2016/12"			17	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Jan., 2017"	"2017/01"			16	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Feb., 2017"	"2017/02"			17	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Mar., 2017"	"2017/03"			13	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Apr., 2017"	"2017/04"			16	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"May, 2017"	"2017/05"			17	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Jun., 2017"	"2017/06"			13	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Jul., 2017"	"2017/07"			11	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Oct., 2017"	"2017/10"			17	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Nov., 2017"	"2017/11"			14	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Dec., 2017"	"2017/12"			18	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"					2455	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Jan., 1999"	"1999/01"	"75-84 years"	"75-84"	19	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Jan., 1999"	"1999/01"			40	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Feb., 1999"	"1999/02"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Feb., 1999"	"1999/02"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Feb., 1999"	"1999/02"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Feb., 1999"	"1999/02"			39	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Mar., 1999"	"1999/03"	"85+ years"	"85+"	17	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Mar., 1999"	"1999/03"			37	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Apr., 1999"	"1999/04"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Apr., 1999"	"1999/04"	"75-84 years"	"75-84"	15	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Apr., 1999"	"1999/04"			37	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"May, 1999"	"1999/05"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"May, 1999"	"1999/05"			32	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Jun., 1999"	"1999/06"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Jun., 1999"	"1999/06"			30	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Jul., 1999"	"1999/07"			13	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Aug., 1999"	"1999/08"			22	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Sep., 1999"	"1999/09"			25	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Oct., 1999"	"1999/10"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Oct., 1999"	"1999/10"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Oct., 1999"	"1999/10"			36	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Nov., 1999"	"1999/11"			16	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Dec., 1999"	"1999/12"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Dec., 1999"	"1999/12"			33	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Jan., 2000"	"2000/01"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Jan., 2000"	"2000/01"	"75-84 years"	"75-84"	24	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Jan., 2000"	"2000/01"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Jan., 2000"	"2000/01"			51	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Feb., 2000"	"2000/02"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Feb., 2000"	"2000/02"			30	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Mar., 2000"	"2000/03"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Mar., 2000"	"2000/03"	"85+ years"	"85+"	15	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Mar., 2000"	"2000/03"			36	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Apr., 2000"	"2000/04"	"75-84 years"	"75-84"	14	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Apr., 2000"	"2000/04"	"85+ years"	"85+"	19	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Apr., 2000"	"2000/04"			40	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"May, 2000"	"2000/05"			29	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Jun., 2000"	"2000/06"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Jun., 2000"	"2000/06"			33	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Jul., 2000"	"2000/07"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Jul., 2000"	"2000/07"			31	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Aug., 2000"	"2000/08"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Aug., 2000"	"2000/08"			32	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Sep., 2000"	"2000/09"	"65-74 years"	"65-74"	14	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Sep., 2000"	"2000/09"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Sep., 2000"	"2000/09"			35	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Oct., 2000"	"2000/10"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Oct., 2000"	"2000/10"			25	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Nov., 2000"	"2000/11"	"75-84 years"	"75-84"	17	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Nov., 2000"	"2000/11"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Nov., 2000"	"2000/11"			40	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Dec., 2000"	"2000/12"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Dec., 2000"	"2000/12"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Dec., 2000"	"2000/12"			33	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Jan., 2001"	"2001/01"	"75-84 years"	"75-84"	16	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Jan., 2001"	"2001/01"			38	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Feb., 2001"	"2001/02"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Feb., 2001"	"2001/02"			28	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Mar., 2001"	"2001/03"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Mar., 2001"	"2001/03"	"75-84 years"	"75-84"	20	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Mar., 2001"	"2001/03"	"85+ years"	"85+"	18	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Mar., 2001"	"2001/03"			56	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Apr., 2001"	"2001/04"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Apr., 2001"	"2001/04"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Apr., 2001"	"2001/04"			26	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"May, 2001"	"2001/05"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"May, 2001"	"2001/05"			34	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Jun., 2001"	"2001/06"			27	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Jul., 2001"	"2001/07"	"75-84 years"	"75-84"	14	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Jul., 2001"	"2001/07"			35	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Aug., 2001"	"2001/08"	"75-84 years"	"75-84"	15	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Aug., 2001"	"2001/08"			30	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Sep., 2001"	"2001/09"			23	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Oct., 2001"	"2001/10"	"85+ years"	"85+"	17	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Oct., 2001"	"2001/10"			32	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Nov., 2001"	"2001/11"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Nov., 2001"	"2001/11"			27	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Dec., 2001"	"2001/12"	"75-84 years"	"75-84"	15	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Dec., 2001"	"2001/12"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Dec., 2001"	"2001/12"			31	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Jan., 2002"	"2002/01"	"75-84 years"	"75-84"	20	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Jan., 2002"	"2002/01"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Jan., 2002"	"2002/01"			42	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Feb., 2002"	"2002/02"	"75-84 years"	"75-84"	19	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Feb., 2002"	"2002/02"	"85+ years"	"85+"	16	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Feb., 2002"	"2002/02"			43	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Mar., 2002"	"2002/03"	"75-84 years"	"75-84"	22	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Mar., 2002"	"2002/03"	"85+ years"	"85+"	14	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Mar., 2002"	"2002/03"			44	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Apr., 2002"	"2002/04"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Apr., 2002"	"2002/04"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Apr., 2002"	"2002/04"			31	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"May, 2002"	"2002/05"			24	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Jun., 2002"	"2002/06"			25	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Jul., 2002"	"2002/07"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Jul., 2002"	"2002/07"			31	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Aug., 2002"	"2002/08"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Aug., 2002"	"2002/08"			29	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Sep., 2002"	"2002/09"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Sep., 2002"	"2002/09"			22	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Oct., 2002"	"2002/10"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Oct., 2002"	"2002/10"			21	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Nov., 2002"	"2002/11"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Nov., 2002"	"2002/11"			19	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Dec., 2002"	"2002/12"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Dec., 2002"	"2002/12"			37	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Jan., 2003"	"2003/01"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Jan., 2003"	"2003/01"			29	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Feb., 2003"	"2003/02"	"85+ years"	"85+"	14	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Feb., 2003"	"2003/02"			27	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Mar., 2003"	"2003/03"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Mar., 2003"	"2003/03"			25	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Apr., 2003"	"2003/04"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Apr., 2003"	"2003/04"			25	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"May, 2003"	"2003/05"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"May, 2003"	"2003/05"			24	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Jun., 2003"	"2003/06"	"85+ years"	"85+"	14	Not Applicable	Not Applicable
"Total"	"New Castle County, DE"	"10003"	"Jun., 2003"	"2003/06"			36	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Jul., 2003"	"2003/07"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
