"Notes"	"County"	"County Code"	"Month"	"Month Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Clark County, NV"	"32003"	"May, 1999"	"1999/05"	"85+ years"	"85+"	21	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"May, 1999"	"1999/05"			87	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jun., 1999"	"1999/06"	"65-74 years"	"65-74"	22	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jun., 1999"	"1999/06"	"75-84 years"	"75-84"	32	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jun., 1999"	"1999/06"	"85+ years"	"85+"	15	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Jun., 1999"	"1999/06"			86	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jul., 1999"	"1999/07"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jul., 1999"	"1999/07"	"75-84 years"	"75-84"	30	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jul., 1999"	"1999/07"	"85+ years"	"85+"	14	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Jul., 1999"	"1999/07"			68	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Aug., 1999"	"1999/08"	"65-74 years"	"65-74"	13	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Aug., 1999"	"1999/08"	"75-84 years"	"75-84"	23	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Aug., 1999"	"1999/08"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Aug., 1999"	"1999/08"			53	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Sep., 1999"	"1999/09"	"65-74 years"	"65-74"	19	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Sep., 1999"	"1999/09"	"75-84 years"	"75-84"	23	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Sep., 1999"	"1999/09"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Sep., 1999"	"1999/09"			65	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Oct., 1999"	"1999/10"	"65-74 years"	"65-74"	21	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Oct., 1999"	"1999/10"	"75-84 years"	"75-84"	20	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Oct., 1999"	"1999/10"	"85+ years"	"85+"	17	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Oct., 1999"	"1999/10"			66	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Nov., 1999"	"1999/11"	"65-74 years"	"65-74"	17	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Nov., 1999"	"1999/11"	"75-84 years"	"75-84"	32	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Nov., 1999"	"1999/11"	"85+ years"	"85+"	15	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Nov., 1999"	"1999/11"			72	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Dec., 1999"	"1999/12"	"55-64 years"	"55-64"	15	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Dec., 1999"	"1999/12"	"65-74 years"	"65-74"	34	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Dec., 1999"	"1999/12"	"75-84 years"	"75-84"	44	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Dec., 1999"	"1999/12"	"85+ years"	"85+"	22	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Dec., 1999"	"1999/12"			122	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jan., 2000"	"2000/01"	"65-74 years"	"65-74"	32	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jan., 2000"	"2000/01"	"75-84 years"	"75-84"	45	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jan., 2000"	"2000/01"	"85+ years"	"85+"	21	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Jan., 2000"	"2000/01"			115	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Feb., 2000"	"2000/02"	"55-64 years"	"55-64"	11	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Feb., 2000"	"2000/02"	"65-74 years"	"65-74"	35	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Feb., 2000"	"2000/02"	"75-84 years"	"75-84"	34	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Feb., 2000"	"2000/02"	"85+ years"	"85+"	17	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Feb., 2000"	"2000/02"			108	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Mar., 2000"	"2000/03"	"65-74 years"	"65-74"	27	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Mar., 2000"	"2000/03"	"75-84 years"	"75-84"	42	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Mar., 2000"	"2000/03"	"85+ years"	"85+"	21	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Mar., 2000"	"2000/03"			102	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Apr., 2000"	"2000/04"	"55-64 years"	"55-64"	13	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Apr., 2000"	"2000/04"	"65-74 years"	"65-74"	14	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Apr., 2000"	"2000/04"	"75-84 years"	"75-84"	37	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Apr., 2000"	"2000/04"	"85+ years"	"85+"	20	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Apr., 2000"	"2000/04"			92	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"May, 2000"	"2000/05"	"65-74 years"	"65-74"	26	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"May, 2000"	"2000/05"	"75-84 years"	"75-84"	19	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"May, 2000"	"2000/05"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"May, 2000"	"2000/05"			71	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jun., 2000"	"2000/06"	"65-74 years"	"65-74"	16	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jun., 2000"	"2000/06"	"75-84 years"	"75-84"	23	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jun., 2000"	"2000/06"	"85+ years"	"85+"	19	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Jun., 2000"	"2000/06"			72	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jul., 2000"	"2000/07"	"65-74 years"	"65-74"	17	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jul., 2000"	"2000/07"	"75-84 years"	"75-84"	28	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jul., 2000"	"2000/07"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Jul., 2000"	"2000/07"			66	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Aug., 2000"	"2000/08"	"65-74 years"	"65-74"	17	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Aug., 2000"	"2000/08"	"75-84 years"	"75-84"	24	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Aug., 2000"	"2000/08"	"85+ years"	"85+"	20	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Aug., 2000"	"2000/08"			67	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Sep., 2000"	"2000/09"	"65-74 years"	"65-74"	22	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Sep., 2000"	"2000/09"	"75-84 years"	"75-84"	20	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Sep., 2000"	"2000/09"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Sep., 2000"	"2000/09"			63	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Oct., 2000"	"2000/10"	"65-74 years"	"65-74"	26	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Oct., 2000"	"2000/10"	"75-84 years"	"75-84"	31	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Oct., 2000"	"2000/10"	"85+ years"	"85+"	29	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Oct., 2000"	"2000/10"			98	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Nov., 2000"	"2000/11"	"55-64 years"	"55-64"	11	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Nov., 2000"	"2000/11"	"65-74 years"	"65-74"	24	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Nov., 2000"	"2000/11"	"75-84 years"	"75-84"	32	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Nov., 2000"	"2000/11"	"85+ years"	"85+"	14	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Nov., 2000"	"2000/11"			85	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Dec., 2000"	"2000/12"	"65-74 years"	"65-74"	29	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Dec., 2000"	"2000/12"	"75-84 years"	"75-84"	37	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Dec., 2000"	"2000/12"	"85+ years"	"85+"	22	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Dec., 2000"	"2000/12"			99	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jan., 2001"	"2001/01"	"55-64 years"	"55-64"	10	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jan., 2001"	"2001/01"	"65-74 years"	"65-74"	35	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jan., 2001"	"2001/01"	"75-84 years"	"75-84"	40	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jan., 2001"	"2001/01"	"85+ years"	"85+"	20	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Jan., 2001"	"2001/01"			109	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Feb., 2001"	"2001/02"	"65-74 years"	"65-74"	24	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Feb., 2001"	"2001/02"	"75-84 years"	"75-84"	17	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Feb., 2001"	"2001/02"	"85+ years"	"85+"	17	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Feb., 2001"	"2001/02"			71	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Mar., 2001"	"2001/03"	"65-74 years"	"65-74"	28	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Mar., 2001"	"2001/03"	"75-84 years"	"75-84"	42	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Mar., 2001"	"2001/03"	"85+ years"	"85+"	24	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Mar., 2001"	"2001/03"			116	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Apr., 2001"	"2001/04"	"55-64 years"	"55-64"	11	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Apr., 2001"	"2001/04"	"65-74 years"	"65-74"	38	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Apr., 2001"	"2001/04"	"75-84 years"	"75-84"	46	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Apr., 2001"	"2001/04"	"85+ years"	"85+"	22	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Apr., 2001"	"2001/04"			123	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"May, 2001"	"2001/05"	"55-64 years"	"55-64"	11	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"May, 2001"	"2001/05"	"65-74 years"	"65-74"	33	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"May, 2001"	"2001/05"	"75-84 years"	"75-84"	27	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"May, 2001"	"2001/05"	"85+ years"	"85+"	25	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"May, 2001"	"2001/05"			104	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jun., 2001"	"2001/06"	"55-64 years"	"55-64"	14	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jun., 2001"	"2001/06"	"65-74 years"	"65-74"	23	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jun., 2001"	"2001/06"	"75-84 years"	"75-84"	31	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jun., 2001"	"2001/06"	"85+ years"	"85+"	18	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Jun., 2001"	"2001/06"			89	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jul., 2001"	"2001/07"	"55-64 years"	"55-64"	10	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jul., 2001"	"2001/07"	"65-74 years"	"65-74"	37	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jul., 2001"	"2001/07"	"75-84 years"	"75-84"	30	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jul., 2001"	"2001/07"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Jul., 2001"	"2001/07"			92	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Aug., 2001"	"2001/08"	"65-74 years"	"65-74"	16	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Aug., 2001"	"2001/08"	"75-84 years"	"75-84"	30	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Aug., 2001"	"2001/08"	"85+ years"	"85+"	17	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Aug., 2001"	"2001/08"			73	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Sep., 2001"	"2001/09"	"65-74 years"	"65-74"	15	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Sep., 2001"	"2001/09"	"75-84 years"	"75-84"	36	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Sep., 2001"	"2001/09"	"85+ years"	"85+"	15	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Sep., 2001"	"2001/09"			80	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Oct., 2001"	"2001/10"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Oct., 2001"	"2001/10"	"75-84 years"	"75-84"	33	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Oct., 2001"	"2001/10"			66	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Nov., 2001"	"2001/11"	"65-74 years"	"65-74"	17	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Nov., 2001"	"2001/11"	"75-84 years"	"75-84"	29	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Nov., 2001"	"2001/11"	"85+ years"	"85+"	19	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Nov., 2001"	"2001/11"			79	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Dec., 2001"	"2001/12"	"55-64 years"	"55-64"	16	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Dec., 2001"	"2001/12"	"65-74 years"	"65-74"	25	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Dec., 2001"	"2001/12"	"75-84 years"	"75-84"	33	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Dec., 2001"	"2001/12"	"85+ years"	"85+"	17	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Dec., 2001"	"2001/12"			94	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jan., 2002"	"2002/01"	"65-74 years"	"65-74"	27	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jan., 2002"	"2002/01"	"75-84 years"	"75-84"	38	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jan., 2002"	"2002/01"	"85+ years"	"85+"	21	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Jan., 2002"	"2002/01"			94	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Feb., 2002"	"2002/02"	"55-64 years"	"55-64"	17	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Feb., 2002"	"2002/02"	"65-74 years"	"65-74"	30	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Feb., 2002"	"2002/02"	"75-84 years"	"75-84"	58	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Feb., 2002"	"2002/02"	"85+ years"	"85+"	26	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Feb., 2002"	"2002/02"			136	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Mar., 2002"	"2002/03"	"55-64 years"	"55-64"	10	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Mar., 2002"	"2002/03"	"65-74 years"	"65-74"	40	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Mar., 2002"	"2002/03"	"75-84 years"	"75-84"	48	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Mar., 2002"	"2002/03"	"85+ years"	"85+"	38	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Mar., 2002"	"2002/03"			145	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Apr., 2002"	"2002/04"	"55-64 years"	"55-64"	11	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Apr., 2002"	"2002/04"	"65-74 years"	"65-74"	26	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Apr., 2002"	"2002/04"	"75-84 years"	"75-84"	36	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Apr., 2002"	"2002/04"	"85+ years"	"85+"	28	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Apr., 2002"	"2002/04"			109	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"May, 2002"	"2002/05"	"65-74 years"	"65-74"	25	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"May, 2002"	"2002/05"	"75-84 years"	"75-84"	48	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"May, 2002"	"2002/05"	"85+ years"	"85+"	23	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"May, 2002"	"2002/05"			111	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jun., 2002"	"2002/06"	"65-74 years"	"65-74"	17	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jun., 2002"	"2002/06"	"75-84 years"	"75-84"	41	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jun., 2002"	"2002/06"	"85+ years"	"85+"	18	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Jun., 2002"	"2002/06"			89	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jul., 2002"	"2002/07"	"65-74 years"	"65-74"	20	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jul., 2002"	"2002/07"	"75-84 years"	"75-84"	31	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jul., 2002"	"2002/07"	"85+ years"	"85+"	16	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Jul., 2002"	"2002/07"			80	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Aug., 2002"	"2002/08"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Aug., 2002"	"2002/08"	"75-84 years"	"75-84"	25	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Aug., 2002"	"2002/08"	"85+ years"	"85+"	26	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Aug., 2002"	"2002/08"			75	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Sep., 2002"	"2002/09"	"55-64 years"	"55-64"	14	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Sep., 2002"	"2002/09"	"65-74 years"	"65-74"	15	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Sep., 2002"	"2002/09"	"75-84 years"	"75-84"	30	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Sep., 2002"	"2002/09"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Sep., 2002"	"2002/09"			75	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Oct., 2002"	"2002/10"	"65-74 years"	"65-74"	20	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Oct., 2002"	"2002/10"	"75-84 years"	"75-84"	38	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Oct., 2002"	"2002/10"	"85+ years"	"85+"	20	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Oct., 2002"	"2002/10"			91	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Nov., 2002"	"2002/11"	"65-74 years"	"65-74"	25	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Nov., 2002"	"2002/11"	"75-84 years"	"75-84"	54	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Nov., 2002"	"2002/11"	"85+ years"	"85+"	19	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Nov., 2002"	"2002/11"			111	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Dec., 2002"	"2002/12"	"55-64 years"	"55-64"	14	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Dec., 2002"	"2002/12"	"65-74 years"	"65-74"	24	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Dec., 2002"	"2002/12"	"75-84 years"	"75-84"	49	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Dec., 2002"	"2002/12"	"85+ years"	"85+"	22	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Dec., 2002"	"2002/12"			115	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jan., 2003"	"2003/01"	"55-64 years"	"55-64"	11	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jan., 2003"	"2003/01"	"65-74 years"	"65-74"	19	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jan., 2003"	"2003/01"	"75-84 years"	"75-84"	43	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Jan., 2003"	"2003/01"	"85+ years"	"85+"	24	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Jan., 2003"	"2003/01"			105	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Feb., 2003"	"2003/02"	"55-64 years"	"55-64"	10	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Feb., 2003"	"2003/02"	"65-74 years"	"65-74"	32	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Feb., 2003"	"2003/02"	"75-84 years"	"75-84"	45	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Feb., 2003"	"2003/02"	"85+ years"	"85+"	27	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Feb., 2003"	"2003/02"			123	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Mar., 2003"	"2003/03"	"55-64 years"	"55-64"	12	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Mar., 2003"	"2003/03"	"65-74 years"	"65-74"	27	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Mar., 2003"	"2003/03"	"75-84 years"	"75-84"	50	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Mar., 2003"	"2003/03"	"85+ years"	"85+"	33	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Mar., 2003"	"2003/03"			126	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Apr., 2003"	"2003/04"	"65-74 years"	"65-74"	33	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Apr., 2003"	"2003/04"	"75-84 years"	"75-84"	46	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"Apr., 2003"	"2003/04"	"85+ years"	"85+"	22	Not Applicable	Not Applicable
"Total"	"Clark County, NV"	"32003"	"Apr., 2003"	"2003/04"			116	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"May, 2003"	"2003/05"	"65-74 years"	"65-74"	19	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"May, 2003"	"2003/05"	"75-84 years"	"75-84"	41	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"May, 2003"	"2003/05"	"85+ years"	"85+"	19	Not Applicable	Not Applicable
