"Notes"	"State"	"State Code"	"County"	"County Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Lee County, AL"	"01081"	"May, 2015"	"2015/05"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Lee County, AL"	"01081"	"Jun., 2015"	"2015/06"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Lee County, AL"	"01081"	"Dec., 2015"	"2015/12"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"Limestone County, AL"	"01083"	"Jan., 2015"	"2015/01"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Limestone County, AL"	"01083"	"Feb., 2015"	"2015/02"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"Limestone County, AL"	"01083"	"Nov., 2015"	"2015/11"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Madison County, AL"	"01089"	"Jan., 2015"	"2015/01"	43	Not Applicable	Not Applicable
	"Alabama"	"01"	"Madison County, AL"	"01089"	"Feb., 2015"	"2015/02"	45	Not Applicable	Not Applicable
	"Alabama"	"01"	"Madison County, AL"	"01089"	"Mar., 2015"	"2015/03"	35	Not Applicable	Not Applicable
	"Alabama"	"01"	"Madison County, AL"	"01089"	"Apr., 2015"	"2015/04"	32	Not Applicable	Not Applicable
	"Alabama"	"01"	"Madison County, AL"	"01089"	"May, 2015"	"2015/05"	28	Not Applicable	Not Applicable
	"Alabama"	"01"	"Madison County, AL"	"01089"	"Jun., 2015"	"2015/06"	31	Not Applicable	Not Applicable
	"Alabama"	"01"	"Madison County, AL"	"01089"	"Jul., 2015"	"2015/07"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"Madison County, AL"	"01089"	"Aug., 2015"	"2015/08"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"Madison County, AL"	"01089"	"Sep., 2015"	"2015/09"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"Madison County, AL"	"01089"	"Oct., 2015"	"2015/10"	24	Not Applicable	Not Applicable
	"Alabama"	"01"	"Madison County, AL"	"01089"	"Nov., 2015"	"2015/11"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"Madison County, AL"	"01089"	"Dec., 2015"	"2015/12"	26	Not Applicable	Not Applicable
	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Jan., 2015"	"2015/01"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Feb., 2015"	"2015/02"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Mar., 2015"	"2015/03"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Apr., 2015"	"2015/04"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Jun., 2015"	"2015/06"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Jul., 2015"	"2015/07"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Sep., 2015"	"2015/09"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Nov., 2015"	"2015/11"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"Marshall County, AL"	"01095"	"Dec., 2015"	"2015/12"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Jan., 2015"	"2015/01"	38	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Feb., 2015"	"2015/02"	32	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Mar., 2015"	"2015/03"	43	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Apr., 2015"	"2015/04"	45	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"May, 2015"	"2015/05"	34	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Jun., 2015"	"2015/06"	31	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Jul., 2015"	"2015/07"	38	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Aug., 2015"	"2015/08"	31	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Sep., 2015"	"2015/09"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Oct., 2015"	"2015/10"	30	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Nov., 2015"	"2015/11"	39	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"Dec., 2015"	"2015/12"	35	Not Applicable	Not Applicable
	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Jan., 2015"	"2015/01"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Feb., 2015"	"2015/02"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Mar., 2015"	"2015/03"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Apr., 2015"	"2015/04"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"May, 2015"	"2015/05"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Jun., 2015"	"2015/06"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Jul., 2015"	"2015/07"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Aug., 2015"	"2015/08"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Sep., 2015"	"2015/09"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Nov., 2015"	"2015/11"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"Dec., 2015"	"2015/12"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Jan., 2015"	"2015/01"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Feb., 2015"	"2015/02"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Mar., 2015"	"2015/03"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Apr., 2015"	"2015/04"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Morgan County, AL"	"01103"	"May, 2015"	"2015/05"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Jun., 2015"	"2015/06"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Sep., 2015"	"2015/09"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Oct., 2015"	"2015/10"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Nov., 2015"	"2015/11"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Morgan County, AL"	"01103"	"Dec., 2015"	"2015/12"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Russell County, AL"	"01113"	"Apr., 2015"	"2015/04"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"St. Clair County, AL"	"01115"	"Jan., 2015"	"2015/01"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"St. Clair County, AL"	"01115"	"Feb., 2015"	"2015/02"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"St. Clair County, AL"	"01115"	"Apr., 2015"	"2015/04"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"St. Clair County, AL"	"01115"	"May, 2015"	"2015/05"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"St. Clair County, AL"	"01115"	"Jun., 2015"	"2015/06"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Shelby County, AL"	"01117"	"Jan., 2015"	"2015/01"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"Shelby County, AL"	"01117"	"Feb., 2015"	"2015/02"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Shelby County, AL"	"01117"	"Apr., 2015"	"2015/04"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Shelby County, AL"	"01117"	"Jul., 2015"	"2015/07"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Shelby County, AL"	"01117"	"Aug., 2015"	"2015/08"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Shelby County, AL"	"01117"	"Sep., 2015"	"2015/09"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Shelby County, AL"	"01117"	"Dec., 2015"	"2015/12"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Talladega County, AL"	"01121"	"Feb., 2015"	"2015/02"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"Talladega County, AL"	"01121"	"Mar., 2015"	"2015/03"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Talladega County, AL"	"01121"	"May, 2015"	"2015/05"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Talladega County, AL"	"01121"	"Jun., 2015"	"2015/06"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Talladega County, AL"	"01121"	"Jul., 2015"	"2015/07"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"Talladega County, AL"	"01121"	"Aug., 2015"	"2015/08"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Talladega County, AL"	"01121"	"Sep., 2015"	"2015/09"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Talladega County, AL"	"01121"	"Nov., 2015"	"2015/11"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"Talladega County, AL"	"01121"	"Dec., 2015"	"2015/12"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Tallapoosa County, AL"	"01123"	"Jan., 2015"	"2015/01"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"Jan., 2015"	"2015/01"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"Feb., 2015"	"2015/02"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"Mar., 2015"	"2015/03"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"Apr., 2015"	"2015/04"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"May, 2015"	"2015/05"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"Jul., 2015"	"2015/07"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"Sep., 2015"	"2015/09"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"Oct., 2015"	"2015/10"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"Nov., 2015"	"2015/11"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"Dec., 2015"	"2015/12"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"Walker County, AL"	"01127"	"Jan., 2015"	"2015/01"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Walker County, AL"	"01127"	"Feb., 2015"	"2015/02"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Walker County, AL"	"01127"	"Mar., 2015"	"2015/03"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Walker County, AL"	"01127"	"Apr., 2015"	"2015/04"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Walker County, AL"	"01127"	"May, 2015"	"2015/05"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"Walker County, AL"	"01127"	"Jul., 2015"	"2015/07"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Walker County, AL"	"01127"	"Aug., 2015"	"2015/08"	12	Not Applicable	Not Applicable
	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	"May, 2015"	"2015/05"	10	Not Applicable	Not Applicable
	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	"Jun., 2015"	"2015/06"	13	Not Applicable	Not Applicable
	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	"Aug., 2015"	"2015/08"	18	Not Applicable	Not Applicable
	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	"Dec., 2015"	"2015/12"	10	Not Applicable	Not Applicable
	"Alaska"	"02"	"Matanuska-Susitna Borough, AK"	"02170"	"May, 2015"	"2015/05"	10	Not Applicable	Not Applicable
	"Arizona"	"04"	"Cochise County, AZ"	"04003"	"Jan., 2015"	"2015/01"	17	Not Applicable	Not Applicable
	"Arizona"	"04"	"Cochise County, AZ"	"04003"	"Feb., 2015"	"2015/02"	12	Not Applicable	Not Applicable
	"Arizona"	"04"	"Cochise County, AZ"	"04003"	"Apr., 2015"	"2015/04"	16	Not Applicable	Not Applicable
	"Arizona"	"04"	"Cochise County, AZ"	"04003"	"Jun., 2015"	"2015/06"	12	Not Applicable	Not Applicable
	"Arizona"	"04"	"Cochise County, AZ"	"04003"	"Oct., 2015"	"2015/10"	11	Not Applicable	Not Applicable
	"Arizona"	"04"	"Cochise County, AZ"	"04003"	"Nov., 2015"	"2015/11"	13	Not Applicable	Not Applicable
	"Arizona"	"04"	"Cochise County, AZ"	"04003"	"Dec., 2015"	"2015/12"	16	Not Applicable	Not Applicable
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"Jan., 2015"	"2015/01"	11	Not Applicable	Not Applicable
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"Feb., 2015"	"2015/02"	13	Not Applicable	Not Applicable
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"Apr., 2015"	"2015/04"	12	Not Applicable	Not Applicable
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"May, 2015"	"2015/05"	10	Not Applicable	Not Applicable
	"Arizona"	"04"	"Gila County, AZ"	"04007"	"Mar., 2015"	"2015/03"	11	Not Applicable	Not Applicable
	"Arizona"	"04"	"Gila County, AZ"	"04007"	"Apr., 2015"	"2015/04"	17	Not Applicable	Not Applicable
	"Arizona"	"04"	"Gila County, AZ"	"04007"	"May, 2015"	"2015/05"	10	Not Applicable	Not Applicable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Jan., 2015"	"2015/01"	295	Not Applicable	Not Applicable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Feb., 2015"	"2015/02"	265	Not Applicable	Not Applicable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Mar., 2015"	"2015/03"	283	Not Applicable	Not Applicable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Apr., 2015"	"2015/04"	241	Not Applicable	Not Applicable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"May, 2015"	"2015/05"	242	Not Applicable	Not Applicable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Jun., 2015"	"2015/06"	229	Not Applicable	Not Applicable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Jul., 2015"	"2015/07"	186	Not Applicable	Not Applicable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Aug., 2015"	"2015/08"	168	Not Applicable	Not Applicable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Sep., 2015"	"2015/09"	175	Not Applicable	Not Applicable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Oct., 2015"	"2015/10"	185	Not Applicable	Not Applicable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Nov., 2015"	"2015/11"	204	Not Applicable	Not Applicable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Dec., 2015"	"2015/12"	277	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"Jan., 2015"	"2015/01"	33	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"Feb., 2015"	"2015/02"	18	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"Mar., 2015"	"2015/03"	43	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"Apr., 2015"	"2015/04"	35	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"May, 2015"	"2015/05"	22	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"Jun., 2015"	"2015/06"	26	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"Jul., 2015"	"2015/07"	19	Not Applicable	Not Applicable
