"Notes"	"County"	"County Code"	"Month"	"Month Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"District of Columbia, DC"	"11001"	"Feb., 1999"	"1999/02"	"85+ years"	"85+"	119	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Feb., 1999"	"1999/02"			545	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Mar., 1999"	"1999/03"	"15-24 years"	"15-24"	16	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Mar., 1999"	"1999/03"	"25-34 years"	"25-34"	19	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Mar., 1999"	"1999/03"	"35-44 years"	"35-44"	37	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Mar., 1999"	"1999/03"	"45-54 years"	"45-54"	75	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Mar., 1999"	"1999/03"	"55-64 years"	"55-64"	60	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Mar., 1999"	"1999/03"	"65-74 years"	"65-74"	96	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Mar., 1999"	"1999/03"	"75-84 years"	"75-84"	127	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Mar., 1999"	"1999/03"	"85+ years"	"85+"	106	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Mar., 1999"	"1999/03"			548	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Apr., 1999"	"1999/04"	"25-34 years"	"25-34"	13	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Apr., 1999"	"1999/04"	"35-44 years"	"35-44"	35	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Apr., 1999"	"1999/04"	"45-54 years"	"45-54"	45	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Apr., 1999"	"1999/04"	"55-64 years"	"55-64"	59	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Apr., 1999"	"1999/04"	"65-74 years"	"65-74"	73	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Apr., 1999"	"1999/04"	"75-84 years"	"75-84"	134	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Apr., 1999"	"1999/04"	"85+ years"	"85+"	94	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Apr., 1999"	"1999/04"			468	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"May, 1999"	"1999/05"	"< 1 year"	"1"	10	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"May, 1999"	"1999/05"	"25-34 years"	"25-34"	14	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"May, 1999"	"1999/05"	"35-44 years"	"35-44"	31	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"May, 1999"	"1999/05"	"45-54 years"	"45-54"	54	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"May, 1999"	"1999/05"	"55-64 years"	"55-64"	54	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"May, 1999"	"1999/05"	"65-74 years"	"65-74"	79	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"May, 1999"	"1999/05"	"75-84 years"	"75-84"	116	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"May, 1999"	"1999/05"	"85+ years"	"85+"	100	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"May, 1999"	"1999/05"			465	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jun., 1999"	"1999/06"	"< 1 year"	"1"	10	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jun., 1999"	"1999/06"	"25-34 years"	"25-34"	16	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jun., 1999"	"1999/06"	"35-44 years"	"35-44"	34	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jun., 1999"	"1999/06"	"45-54 years"	"45-54"	44	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jun., 1999"	"1999/06"	"55-64 years"	"55-64"	66	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jun., 1999"	"1999/06"	"65-74 years"	"65-74"	82	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jun., 1999"	"1999/06"	"75-84 years"	"75-84"	118	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jun., 1999"	"1999/06"	"85+ years"	"85+"	93	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Jun., 1999"	"1999/06"			473	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jul., 1999"	"1999/07"	"15-24 years"	"15-24"	12	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jul., 1999"	"1999/07"	"25-34 years"	"25-34"	17	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jul., 1999"	"1999/07"	"35-44 years"	"35-44"	43	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jul., 1999"	"1999/07"	"45-54 years"	"45-54"	58	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jul., 1999"	"1999/07"	"55-64 years"	"55-64"	63	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jul., 1999"	"1999/07"	"65-74 years"	"65-74"	92	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jul., 1999"	"1999/07"	"75-84 years"	"75-84"	126	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jul., 1999"	"1999/07"	"85+ years"	"85+"	96	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Jul., 1999"	"1999/07"			520	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Aug., 1999"	"1999/08"	"25-34 years"	"25-34"	20	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Aug., 1999"	"1999/08"	"35-44 years"	"35-44"	27	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Aug., 1999"	"1999/08"	"45-54 years"	"45-54"	50	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Aug., 1999"	"1999/08"	"55-64 years"	"55-64"	62	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Aug., 1999"	"1999/08"	"65-74 years"	"65-74"	81	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Aug., 1999"	"1999/08"	"75-84 years"	"75-84"	105	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Aug., 1999"	"1999/08"	"85+ years"	"85+"	112	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Aug., 1999"	"1999/08"			473	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Sep., 1999"	"1999/09"	"< 1 year"	"1"	13	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Sep., 1999"	"1999/09"	"25-34 years"	"25-34"	10	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Sep., 1999"	"1999/09"	"35-44 years"	"35-44"	22	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Sep., 1999"	"1999/09"	"45-54 years"	"45-54"	48	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Sep., 1999"	"1999/09"	"55-64 years"	"55-64"	41	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Sep., 1999"	"1999/09"	"65-74 years"	"65-74"	91	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Sep., 1999"	"1999/09"	"75-84 years"	"75-84"	129	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Sep., 1999"	"1999/09"	"85+ years"	"85+"	98	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Sep., 1999"	"1999/09"			463	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Oct., 1999"	"1999/10"	"15-24 years"	"15-24"	16	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Oct., 1999"	"1999/10"	"35-44 years"	"35-44"	30	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Oct., 1999"	"1999/10"	"45-54 years"	"45-54"	54	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Oct., 1999"	"1999/10"	"55-64 years"	"55-64"	60	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Oct., 1999"	"1999/10"	"65-74 years"	"65-74"	89	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Oct., 1999"	"1999/10"	"75-84 years"	"75-84"	127	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Oct., 1999"	"1999/10"	"85+ years"	"85+"	118	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Oct., 1999"	"1999/10"			512	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Nov., 1999"	"1999/11"	"15-24 years"	"15-24"	11	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Nov., 1999"	"1999/11"	"25-34 years"	"25-34"	15	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Nov., 1999"	"1999/11"	"35-44 years"	"35-44"	34	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Nov., 1999"	"1999/11"	"45-54 years"	"45-54"	60	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Nov., 1999"	"1999/11"	"55-64 years"	"55-64"	57	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Nov., 1999"	"1999/11"	"65-74 years"	"65-74"	97	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Nov., 1999"	"1999/11"	"75-84 years"	"75-84"	125	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Nov., 1999"	"1999/11"	"85+ years"	"85+"	103	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Nov., 1999"	"1999/11"			512	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Dec., 1999"	"1999/12"	"< 1 year"	"1"	10	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Dec., 1999"	"1999/12"	"25-34 years"	"25-34"	16	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Dec., 1999"	"1999/12"	"35-44 years"	"35-44"	21	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Dec., 1999"	"1999/12"	"45-54 years"	"45-54"	54	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Dec., 1999"	"1999/12"	"55-64 years"	"55-64"	55	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Dec., 1999"	"1999/12"	"65-74 years"	"65-74"	92	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Dec., 1999"	"1999/12"	"75-84 years"	"75-84"	133	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Dec., 1999"	"1999/12"	"85+ years"	"85+"	131	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Dec., 1999"	"1999/12"			523	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jan., 2000"	"2000/01"	"< 1 year"	"1"	10	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jan., 2000"	"2000/01"	"15-24 years"	"15-24"	11	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jan., 2000"	"2000/01"	"25-34 years"	"25-34"	19	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jan., 2000"	"2000/01"	"35-44 years"	"35-44"	42	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jan., 2000"	"2000/01"	"45-54 years"	"45-54"	59	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jan., 2000"	"2000/01"	"55-64 years"	"55-64"	73	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jan., 2000"	"2000/01"	"65-74 years"	"65-74"	111	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jan., 2000"	"2000/01"	"75-84 years"	"75-84"	139	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jan., 2000"	"2000/01"	"85+ years"	"85+"	129	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Jan., 2000"	"2000/01"			596	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Feb., 2000"	"2000/02"	"15-24 years"	"15-24"	11	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Feb., 2000"	"2000/02"	"25-34 years"	"25-34"	12	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Feb., 2000"	"2000/02"	"35-44 years"	"35-44"	30	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Feb., 2000"	"2000/02"	"45-54 years"	"45-54"	51	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Feb., 2000"	"2000/02"	"55-64 years"	"55-64"	59	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Feb., 2000"	"2000/02"	"65-74 years"	"65-74"	95	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Feb., 2000"	"2000/02"	"75-84 years"	"75-84"	131	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Feb., 2000"	"2000/02"	"85+ years"	"85+"	125	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Feb., 2000"	"2000/02"			520	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Mar., 2000"	"2000/03"	"25-34 years"	"25-34"	23	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Mar., 2000"	"2000/03"	"35-44 years"	"35-44"	33	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Mar., 2000"	"2000/03"	"45-54 years"	"45-54"	48	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Mar., 2000"	"2000/03"	"55-64 years"	"55-64"	56	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Mar., 2000"	"2000/03"	"65-74 years"	"65-74"	87	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Mar., 2000"	"2000/03"	"75-84 years"	"75-84"	124	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Mar., 2000"	"2000/03"	"85+ years"	"85+"	112	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Mar., 2000"	"2000/03"			498	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Apr., 2000"	"2000/04"	"35-44 years"	"35-44"	36	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Apr., 2000"	"2000/04"	"45-54 years"	"45-54"	48	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Apr., 2000"	"2000/04"	"55-64 years"	"55-64"	64	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Apr., 2000"	"2000/04"	"65-74 years"	"65-74"	92	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Apr., 2000"	"2000/04"	"75-84 years"	"75-84"	105	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Apr., 2000"	"2000/04"	"85+ years"	"85+"	117	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Apr., 2000"	"2000/04"			485	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"May, 2000"	"2000/05"	"< 1 year"	"1"	12	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"May, 2000"	"2000/05"	"15-24 years"	"15-24"	14	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"May, 2000"	"2000/05"	"25-34 years"	"25-34"	13	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"May, 2000"	"2000/05"	"35-44 years"	"35-44"	45	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"May, 2000"	"2000/05"	"45-54 years"	"45-54"	60	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"May, 2000"	"2000/05"	"55-64 years"	"55-64"	64	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"May, 2000"	"2000/05"	"65-74 years"	"65-74"	87	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"May, 2000"	"2000/05"	"75-84 years"	"75-84"	116	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"May, 2000"	"2000/05"	"85+ years"	"85+"	97	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"May, 2000"	"2000/05"			509	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jun., 2000"	"2000/06"	"25-34 years"	"25-34"	13	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jun., 2000"	"2000/06"	"35-44 years"	"35-44"	37	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jun., 2000"	"2000/06"	"45-54 years"	"45-54"	44	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jun., 2000"	"2000/06"	"55-64 years"	"55-64"	66	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jun., 2000"	"2000/06"	"65-74 years"	"65-74"	83	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jun., 2000"	"2000/06"	"75-84 years"	"75-84"	103	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jun., 2000"	"2000/06"	"85+ years"	"85+"	90	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Jun., 2000"	"2000/06"			458	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jul., 2000"	"2000/07"	"25-34 years"	"25-34"	19	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jul., 2000"	"2000/07"	"35-44 years"	"35-44"	19	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jul., 2000"	"2000/07"	"45-54 years"	"45-54"	59	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jul., 2000"	"2000/07"	"55-64 years"	"55-64"	62	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jul., 2000"	"2000/07"	"65-74 years"	"65-74"	81	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jul., 2000"	"2000/07"	"75-84 years"	"75-84"	101	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jul., 2000"	"2000/07"	"85+ years"	"85+"	106	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Jul., 2000"	"2000/07"			465	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Aug., 2000"	"2000/08"	"15-24 years"	"15-24"	12	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Aug., 2000"	"2000/08"	"25-34 years"	"25-34"	17	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Aug., 2000"	"2000/08"	"35-44 years"	"35-44"	33	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Aug., 2000"	"2000/08"	"45-54 years"	"45-54"	49	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Aug., 2000"	"2000/08"	"55-64 years"	"55-64"	48	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Aug., 2000"	"2000/08"	"65-74 years"	"65-74"	92	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Aug., 2000"	"2000/08"	"75-84 years"	"75-84"	118	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Aug., 2000"	"2000/08"	"85+ years"	"85+"	121	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Aug., 2000"	"2000/08"			503	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Sep., 2000"	"2000/09"	"< 1 year"	"1"	11	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Sep., 2000"	"2000/09"	"15-24 years"	"15-24"	12	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Sep., 2000"	"2000/09"	"25-34 years"	"25-34"	18	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Sep., 2000"	"2000/09"	"35-44 years"	"35-44"	24	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Sep., 2000"	"2000/09"	"45-54 years"	"45-54"	46	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Sep., 2000"	"2000/09"	"55-64 years"	"55-64"	57	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Sep., 2000"	"2000/09"	"65-74 years"	"65-74"	86	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Sep., 2000"	"2000/09"	"75-84 years"	"75-84"	117	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Sep., 2000"	"2000/09"	"85+ years"	"85+"	87	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Sep., 2000"	"2000/09"			463	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Oct., 2000"	"2000/10"	"35-44 years"	"35-44"	35	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Oct., 2000"	"2000/10"	"45-54 years"	"45-54"	48	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Oct., 2000"	"2000/10"	"55-64 years"	"55-64"	67	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Oct., 2000"	"2000/10"	"65-74 years"	"65-74"	98	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Oct., 2000"	"2000/10"	"75-84 years"	"75-84"	112	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Oct., 2000"	"2000/10"	"85+ years"	"85+"	106	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Oct., 2000"	"2000/10"			498	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Nov., 2000"	"2000/11"	"< 1 year"	"1"	11	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Nov., 2000"	"2000/11"	"25-34 years"	"25-34"	18	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Nov., 2000"	"2000/11"	"35-44 years"	"35-44"	32	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Nov., 2000"	"2000/11"	"45-54 years"	"45-54"	55	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Nov., 2000"	"2000/11"	"55-64 years"	"55-64"	56	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Nov., 2000"	"2000/11"	"65-74 years"	"65-74"	83	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Nov., 2000"	"2000/11"	"75-84 years"	"75-84"	129	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Nov., 2000"	"2000/11"	"85+ years"	"85+"	114	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Nov., 2000"	"2000/11"			509	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Dec., 2000"	"2000/12"	"25-34 years"	"25-34"	17	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Dec., 2000"	"2000/12"	"35-44 years"	"35-44"	32	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Dec., 2000"	"2000/12"	"45-54 years"	"45-54"	66	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Dec., 2000"	"2000/12"	"55-64 years"	"55-64"	61	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Dec., 2000"	"2000/12"	"65-74 years"	"65-74"	74	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Dec., 2000"	"2000/12"	"75-84 years"	"75-84"	111	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Dec., 2000"	"2000/12"	"85+ years"	"85+"	121	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Dec., 2000"	"2000/12"			497	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jan., 2001"	"2001/01"	"25-34 years"	"25-34"	12	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jan., 2001"	"2001/01"	"35-44 years"	"35-44"	33	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jan., 2001"	"2001/01"	"45-54 years"	"45-54"	56	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jan., 2001"	"2001/01"	"55-64 years"	"55-64"	74	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jan., 2001"	"2001/01"	"65-74 years"	"65-74"	93	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jan., 2001"	"2001/01"	"75-84 years"	"75-84"	147	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jan., 2001"	"2001/01"	"85+ years"	"85+"	120	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Jan., 2001"	"2001/01"			551	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Feb., 2001"	"2001/02"	"25-34 years"	"25-34"	15	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Feb., 2001"	"2001/02"	"35-44 years"	"35-44"	28	Not Applicable	Not Applicable
